150357589102436|난리났네 ,,법조계 구속취소 해달라 요구 봇물 /왜 尹만 법에도없는규정적용 풀어주냐고 구속취소신청
150357589102421|(검찰속보)오세훈이 해명 거짓말 들통 검찰복수의 증인및 물증 확보/명태균말은 거의옳았다 또 증명
150357589102408|김태희, 남아공서 5인조 무장 강도 습격 사건 전말
150357589102404|"블랙핑크 제니, 솔로 콘서트 의상 노출 논란… ""멋지다"" vs ""과했다"""
150357589102247|형사소송법 201조 2항,,날부터 ~날까지 유일하게 명시되어있고/법조항 그어디에도 시간계산법은 없다
150357589102213|"尹 외신 실시간보도 뉴욕타임스·워싱턴포스트 ""尹 석방,한국 정치위기 심화·연장"""
150357589101993|----지난1주간 업종 상승율1위(+10%) = 식품,음료주----
150357589101891|건강악화 순위~~~~^^
150357589101876|내일은 동양철관 이 상한가
150357589101657|윤석렬은 반국가세력이다.~~~^^
150357589101586|이영돈PD 부정선거 다큐, 126만뷰 돌파.
150357589101522|기안84X제이홉X전현무, 'Sweet Dreams' 춤 영상에 팬들 폭소
150357589101515|박명수, 과태료 부과에 솔직 고백…“과속 아냐, 그냥 몰랐다”
150357589101512|국민의힘의 극강 멘탈.,
150357589101469|천하 뷩신이 따로 읍어~~~~~~~~~~~~~~~~~~
150357589101455|전체 임플란트 치료의 중요한 단계들
150357589101454|수면임플란트가 적합한 환자
150357589101399|(속보)내란범 尹심복 심우정검찰총장 석방 지시하고 어제 집에가/툭수본 강력 반발하며 항고요구중
150357589101371|---월요일 이종목 급등합니다==풀매수 기회입니다---
150357589101307|ㆍ
150357589101257|출산과 운명~~~~^^
150357589101247|이영돈TV..............부정선거 2
150357589101217|수박들은 자기가  한 짓을 먼저 생각하고 반성하고 사과한 다음에 대표에게 사과를 요구하는 것이 합리적
150357589101210|숨어서 숨쉬던 수박들이 잘났다고 고개 쳐든다 ;  자기당 대표를 구속하라고 표던진놈들을 같이가자고?
150357589101204|김동연아 너의 정체성이 이제는 탈로가 났다. 넌 아니야 김동연 넌 끝이다.    /    /
150357589101138|구속취소가 아무것도 아닌 이유
150357589101098|갤럽조사속보/尹즉각탄핵 60%반대35%.모름5%.중도층은 압도적 탄핵해야 71%
150357589100990|---상한가 공시 떳네요==이익 700%급증--풀매수 싯점---
150357589100936|윤.돼지 석빵.ㅠㅠ
150357589100785|술은 독이다.~~~~^^
150357589099418|이찬오 셰프 레스토랑, 통유리창 사고로 부상자 발생…합의 불발로 고소
150357589099399|셰프 안성재, 직원 욕설 논란 인정… '완벽한 요리를 위한 선택'
150357589098901|"""국힘 30명 죽일 카드 있다""…명태균, 국회서 '작심 폭로' 시사"
150357589098595|형법 제 87조 (내란죄)  :
150357589097974|오늘은 하이스틸이 상한가 가는날 이다
150357589097886|김경수는 민주당에 들어오지 말고 임종석 김부겸 김동연하고 당 만들어 너네 끼리 해라.
150357589097821|"시크릿 징거, 김치찌개 가게 창업 준비…""유튜브 쉽지 않았다"""
150357589097818|꿀벤트 공유
150357589097816|대만 배우 왕대륙, 살인미수 혐의 체포…우버 기사 폭행 사주 정황
150357589097815|아무도 안알어주네 (단식쑈 중단,국힘박수영)누리꾼들 법지키지 말라는단식 처음봄 ,비아냥 쓴소리 봇물
150357589097807|"""집 살 돈 필요했다?"" 김선호, 20억 받고 소속사 변경한 이유"
150357589097801|(속보) 떡검 3번 경호처 구속영장 청구거부 내란수사방해에(심의위 검찰에 즉각 구속영장 청구해야 결정)
150357589097720|붉은금, 구리 상승이유 ㄷㄷㄷㄷ
150357589096891|하루종일 이재명욕하도록 계몽된2찍이들: 평생 그러구 살 수 밖에 없다
150357589096634|---긴급속보--상한가 공시직행 뉴스--빨리,시장가로 풀매수---
150357589096491|미래운용 금감원조사 받네요
150357589096484|트럼프가 중국때문에 미쳤다.~~~~^^
150357589096463|매집주
150357589096210|[팩트 追跡] 쌍板때기가 jot 같으면 八字도 jot 같은 法...@@
150357589095350|한국 범죄자 천국~~~~^^
150357589095264|소득 착각~~~~^^
150357589095176|윤.돼지.탄핵 미리 축하드려요
150357589095001|수면임플란트 치료, 치료 과정은 어떻게 진행될까?
150357589094763|조카가 써준 취업부적
150357589094758|아르헨티나 농부가 세상을 먼저 떠난 아내를 위해 가꾼 숲
150357589093178|★최고의 고배당주, 우량주, 거래량 최고
150357589091872|범죄로 먹고 사는 사람들~~~~^^
150357589091728|그래도 부산 시민들은 장제원 또 찍어주겠죠 ㅋㅋ
150357589091657|윤  :  나라를 골로 보내서   나오기 힘들 듯..;;
150357589091618|사실~`~ 김건희 여사님은 조선 제1의 몸매와 얼굴 미녀라던데 ~~~~~~~~~
150357589091601|(속보) 홍준표 ,,,,,명태균에게 여론조사비 대납자 (대구시 공무원 채용 현재도 근무중)
150357589091486|정권은 경찰에 희생과 죽음만 요구한다.~~~~^^
150357589091454|ㆍ
150357589091401|텔레 : asddefGm 인플레이작업 당일지급 하루100이상
150357589091374|경찰은 잡부 노예청이다.~~~~^^
150357589089548|--상한가 공시직행 뉴스--빨리,시장가로 풀매수--
150357589089523|ㆍ
150357589089462|한국 핵보유국~~~~^^
150357589089395|김경수는 민주당에 들어오지 말고 임종석 김부겸 김동연하고 당 만들어 너네 끼리 해라.
150357589089383|유용한 정보
150357589089364|국민의힘은 전광훈에게 대표자리를 맡겨 주거라.
150357589089227|여론조사 속보 / 정권 교체해야 55.1%,,유지해야39.0%..모름5.9%
150357589089156|다시 만난 어린 시절의 나
150357589089155|초등학생의 배려
150357589089074|KBS 보도/살인정권 尹무대포 최악 의료정책 “ 6개월마다,초과사망 3136명 발생(건강보험 자료)
150357589089055|ㆍ
150357589089015|(속보)내란수사대상자 경찰차장 승진에이어,고위급 인사도 내란범尹측근으로 다채워(파장)
150357589088961|(리얼미터 속보)...(이재명 국힘당 모든후보와 양자 대결시에는 압도적으로 50% 돌파)
150357589088884|하루빨리 손절하는게 사는길이다/[한번 무너진뚝은 허물고 처음부터 다시 쌓아야한다]   /
150357589088873|“윤석열 선고 3월13일 이내…만장일치 파면될 것”
150357589088821|---상한가 공시직행 이유--빨리,시장가로 풀매수---
150357589088737|유투브 광고 ,모두의 햇살
150357589088708|부자가 되려면 미국시장에 장기투자하라 .
150357589088705|문배철강 ,내일. 상한가로 일내자
150357589088650|(국힘 역풍 속보)국힘이 세컨드폰 맹비난 선관위 사무총장,국힘당원에 국힘소속으로 출마까지 드러나
150357589088623|경찰이 잡부청이 된 이유~~~~^^
150357589088570|국힘 현역의원 태극기 집회에서 헌법기관 때려부수자며 ,,,극우 폭도들 선동 (논란)
150357589088438|결혼의 모적~~~~^^
150357589088436|경조사비는 공짜가 아니다.~~~~^^
150357589088343|유언비어 퍼뜨린 잡고보니..중국인 99명 주일미군기지 압송'..9년차 일베회원 극우폭도
150357589088308|윤석렬 탄핵사유~~~~^^
150357589088261|중국이 너무 잘한다.~~~~^^
150357589088242|.....이영돈TV
150357589088119|"이재명 상속세 제안국민들 70%찬성(국힘은반대)""최고세율 낮춰야""정당색깔상관없이 공감(갤럽)"
150357589088105|거꾸로 보는 2찍아 진심 생각 해봤니 너히가 거꾸로 보고 살고있다는것을????
150357589088062|이재명  384회 압수수색        //
150357589087962|전광훈집회에  광신도 약 3000명정도 모였네
150357589087957|김문수 대통령,,, 전광훈 총리,, 윤상현 비서실장
150357589087951|내란범측 일방적주장 취재없는 받아쓰기 종편및 보수언론들,,내란을 애국으로 둔갑
150357589087946|(실시간)와우!!      /
150357589087896|尹탄핵 찬성 59%-반대 35%…중도층 탄핵70% 찬성,.정권 교체찬성 62% (갤럽조사)
150357589087820|빚 갚고 도박하려 지인 속여 5억 원 가로챈 30대, 결국 실형  ？
150357589087755|15~40대까지는 독립(獨立)세대다!
150357589087751|기초연금 수급대상 소득하위 70%에서 37%로 축소 예정    /
150357589087624|오늘 로또 1등 될것 같다
150357589087623|문배철강,지금 완전. 바닥
150357589087605|한번수박은. 영원한수박이니. 그수박들에게 이용당하지마시라
150357589087582|강남구청 비리 밝혀 처단하라
150357589087580|개거지 sh공사 양아치짓
150357589087579|기독교 진리~~~~^^
150357589087574|세훈이 글만 올리려면
150357589087558|이제 시작,'韓國의 눈물'韓國도 일본처럼 투자할 곳이 완전히 사라진다  .
150357589087441|2찍들이 정신병자, 망상가라는 증거
150357589087432|((------정권교체후 손봐야할 매체들-----------------))
150357589087338|북한 실제 군사력~~~~~^^
150357589087283|파평윤가중 윤원형과 윤석열 이 두 ㄴ들이 우리 역사를 :  분ㅌ질
150357589087261|홍준표
150357589087076|---긴급속보--상한가 공시직행 뉴스--빨리,시장가로 풀매수---
150357589086867|회사 낙하산 신입이 일냄
150357589086855|일용직 근무자의 로또 당첨 후기
150357589086748|매집주 예수금 모이면 출발합니다
150357589085906|문배철강  상  이다.
150357589085338|한국의 국민사육,착취 제도~~~~^^
150357589084756|한국 기득권 세력~~~~~^^
150357589084607|이동통신5G 취소 6G 로간답니다
150357589084398|eosXXX 밸런스 작업 엔트리 파워사다리,엔트리 XXX 사이트 대여 당일 정산 30~300
150357589084386|퀀터스 프라임 전략 웨비나 !  흔들림없이 빠르게 1억 만드는 비법？？
150357589084258|(KBS속보)건희 경남 도지사선거에도 개입 녹취록 또 나왔다..끝없는국정농단(국힘은  특검반대중)
150357589084202|★상한가 공시직행 뉴스 떳네요--빨리,시장가로 풀매수★
150357589083793|어!  문배철강 상한가. 네요
150357589083566|(여론조사 속보) 尹파면 64% ...직무복귀 28%...내란의당및 폭도들 넋다운
150357589083487|★고배당주 아직 투자매수 가능
150357589082125|윤.멧돼지.
150357589082080|(尹과 명 태균 전체 음성 공개)‘황금폰’ 속 윤석열-명태균 전체 통화 육성 공개
150357589082076|전 재물운 안좋다고 하네요.
150357589082075|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,비상 게엄 성공 했으면,,,,,,,,,,,,,,,,,,,,,
150357589082070|보수 논객들이 평가한... 윤 최후진술
150357589082067|홍준표 “한동훈은 尹이 만들어준 인형···들어오면 나한테 죽는다”
150357589081962|문배철강,내일은 상한가
150357589081464|진정한 교육
150357589081249|---긴급속보--나스닥 선물 125% 급등중--빨리,시장가로 풀매수---
150357589080556|한국에 팁문화가 생기기 어려운이유
150357589080550|흰머리는 사실 투명머리다
150357589079646|진정 보수란?????????????
150357589078737|순종과 거부 기독교 위험~~~~^^
150357589078537|수면임플란트 후 마취가 풀리면 통증이 심할까?
150357589078536|임플란트 재수술 후 통증 관리 방법
150357589078501|종목 추천
150357589078488|나는 참 행복한 사람입니다
150357589078381|키움증권은 돈이 ㅈㄴ 많나보다
150357589078370|문배철강,내일은 상한가 간다
150357589078315|선생님
150357589078308|떡검들 내란수사 엉터리,부두목 김용현 포고령 작성관련.참모왈  컴맹이라 PC 비번도 몰라(국회 증언)
150357589078286|명태균의발언은,,모든게 사실로 드러나 (건희가 공기업사장 취업시켜준다던  김영선 이력서 나왔다)
150357589075710|(속보)尹에이어 김건희도 공천개입 (김건희와 명태균 황금폰  통화 음성)나왔다/떡검들 우짜노 수사 뭉개고
150357589075679|김문수 대통령,,, 전광훈 총리,, 윤상현 비서실장
150357589075661|조갑제.김일성이후가장많은인명재산 피해 국민에게가한사람,尹지목(의료대란1년에6.000여명 초과사망)
150357589075645|부자 되는법
150357589075626|(내란의당 내란 옹호속에 폭도들 세상)헌재 재판관 집앞에서 매일난리,확성기틀고 통행막고 쌍욕은기본
150357589075606|극우 유튜버 폭도들 폭동선동 ,,탄핵인용되면 한강피바다 내란선동,,경찰수사착수 (속보)
150357589075581|강남구 강남신동아파밀리에3단지 국민임대｜모집공고｜입주조건
150357589075569|딥시크 사용 후기~~~~^^
150357589075438|내란의당 ,,집행부 (친윤) 쫒겨날듯 (권영세,권성동,,,)/이대로는 대선 하나마나라며 사퇴요구
150357589075223|2005년 vs 2025년 물가 비교
150357589075203|박물관 효자상품 된 뮷즈
150357589074268|(국힘당넋다운)극우보수논객 정규재尹망상장애 정신감정요구尹미치광이발언에 나라가 폭도들로난리라며직격
150357589074153|중국 로봇 기술력~~~~^^
150357589074082|★앞으로 한국증시는....
150357589073596|---상한가 공시 떳네요--빨리,시장가로 풀매수---
150357589073571|새로운 관점으로 바라보는 천지 창조
150357589073118|정보) 현재 난리난 네이버페이 대란 요약
150357589073098|자유와 책임~~~~^^
150357589072765|트럼프, 금 사기극에 칼들엇다 ㄷㄷㄷㄷ
150357589072653|(국힘 현역의원 속보).尹탄핵기각되면 나라망해 전국민길거리로 다나온다 /내란정당 정권 재창출 안돼직격
150357589072634|윤석열이 돌아올 확률은,,,,,,,,,,,,,,,,없다
150357589072633|(속보)내란의당 권성동,,대한민국 사법체제 전면부정(논란)극우 폭도들 선동 제2의내란 진행중
150357589072462|？ 알리익스프레스, 2월 알급날 세일 개시… 최대 13% 알리 프로모션 코드 제공
150357589072355|저녁시간 소방서에 통닭이 배달되었다
150357589072352|KBS 뉴스(살인정권)/尹무대포 의료개혁 추진 6개월간 3136명 초과사망(안죽어도 될사람 1년이면약6.000여명
150357589072164|장중 뉴스 다들 어디서 보시나요?
150357589072134|원금보존 해선 양방매매 + 스프레드
150357589071936|금요일 시간외단일가+2.7%급등...바로,시장가로 풀매수
150357589071808|아! 심심하다
150357589071423|음식물 무단투기 스팸문자 조심합니다
150357589071347|빽다방에서 정치 꾼들의 한담
150357589071304|미국이 망하는 이유~~~~~^^
150357589071238|종로구 창신동 약사님
150357589071235|밀양시, 6.25 전쟁 참전용사 2명 유족에 무공훈장 전수
150357589071118|취약계층 주택소유 문제점~~~~^^
150357589070941|명태균 속보/여의도연구원 국힘 직함도 처음 드러나/서울시장 단일화에도 개입 검찰증거확보
150357589070923|(검찰 증거확보 속보)명태균 여론조사 국민의힘(서울,부산시장선거) 카톡으로 받었다/국힘 거짓말또들통
150357589070811|(JTBC속보) 내란범측 변호사들 악랄함이 또 ,교묘한말장난으로 국민들속여 내란범尹측 숨긴내용드러나
150357589070755|빠지 출퇴근 찍은 아나운서
150357589070739|(속보)범죄자측및 국짐당,,,한시간도안돼 거짓말 탄로날것알면서도 유언비어 로 나라를흔들어
150357589070691|(속보) 홍준표,명태균 만남사진 나왔다 ,,입만열면 거짓말들통
150357589070648|임플란트 재수술의 성공률 높이는 방법
150357589070647|수면임플란트 후 올바른 잇몸 관리법
150357589070597|극우폭도 긴급체포현장 .경찰서 유리창문깨고 난동(극우언론에 유언비어 중국간첩 99명 퍼뜨리고..)
150357589070557|★상한가 공시 떳네요=목표가 2만원--풀매수 후 강력홀딩★
150357589070398|(속보)국민의힘 임종득의원이 계엄과장 따로만나자 연락해와 합참 계엄과장 압박감 느꼈다(국회 진술)
150357589070122|갤럽 여론 조사 ......(속보)
150357589069988|아직 상승 전환으로 판단하긴 시기상조
150357589069748|(KBS 속보)극우 폭도들의우상 ‘캡틴아메리카(극우언론에 中간첩설99명 허위 유포자 긴급체포)
150357589068665|속보), 상한가 3방 공시,한화에어로스페이스!
150357589068534|자살들 하지마라
150357589068508|시장 분위기가 많이 바꼈다
150357589068253|KBS 극우 폭도들 방화 당시 공개 /폭도 편의점서 기름사서 ,서부지법 난입  직접 방화시도
150357589068245|한국 보안시비 문제~~~~^^
150357589066632|미국은 누가편인가~~~~~^^
150357589065624|정권 3년간 이재명 하나 잡겟다고  검찰권 가지고 죽여도 보고  댓글알바로 죽여도 보고  언론으로도 죽여
150357589065384|(속보)국민의힘..김건희  공천개입과 명태균 국정농단 2023년 알고도 덮었다(33쪽 대외비 문건 확보 공개)
150357589065373|온갖 시도를 무효화 시키는 시장
150357589065366|검찰, 김건희 통신조회로 '22대 총선개입' 정황 확인하고도 조사안해..(속보)
150357589065313|(속보)명태균 과 김진태 관계 (김진태에게 건희 폰번호도알려주고, 당선후 명태균 가족들도초청)
150357589064829|어떤 수리공의 시간 당 비용
150357589064820|AV 여배우들이 말하는 야동이 필요한 이유
150357589064631|타이거 말고 isa etf 어디다 넣는게 좋을까요
150357589064383|【밸런스작업】 【사이트대여】 【하루200이상】 【텔레 powerking69】
150357589064331|무식한게 신념을 갖는게 젤 무서운거다.       /
150357589064178|우리 시장에도 봄볕이 드는 걸까?
150357589064115|하나님은 누국편인가~~~~^^
150357589063737|경찰 워라벨은 무엇인가~~~~^^
150357589062895|평화의 핵무기~~~~^^
150357589062614|한화에어로스페이스
150357589062539|저 여자 남편 제 명에 살 수나 있을까??  /    /
150357589062530|외부인 접견 70차례,. 지 부하들은.. 가족 면회도 안되는데.. 씹를이는.. 온갖 특혜 받음. 진짜 나쁜 눔
150357589062525|~~~~~~~먼저 거울부터 봐라~~~~~~~~~~~~
150357589062518|내가 볼때 탄핵은 100%라고 봐도 된다
150357589062408|"중국인 간첩 99명 체포"" 황당 보도 기자 (캡틴 아메리카.中대사관 난입폭도)출국금지"
150357589062382|"""사기꾼"" 선 긋더니 오세훈, 명태균이 조사한 여론조사 올리고 '홍보(오세훈 거짓말 들통)"
150357589062377|---시간외단일가+2.53%급등--상한가 공시 떳네요---
150357589062372|지혜의 향기~~~~~~~~~~~~~~~
150357589062331|(속보)'中간첩 AI 여론조작' 보도 취재원은(中대사관 난입한 극우폭도) 캡틴코리아..경찰 수사중
150357589062303|스프레드 잘 하시는 분들이나             양방 잘하시는 분들 계시면 함께 매매하실까요
150357589062294|“검찰의 권한 남용” 경찰, 김성훈 구속영장 세번째 기각에 경찰내부 격앙(속보)
150357589062268|(속보)경찰 경호차장 .경호본부장 영장청구 ,,,검찰 또 거부(떡검들 노골적 내란 수사방해)
150357589062230|임플란트 재수술 후 감각 이상이 지속될 때
150357589062104|내란범 尹무대뽀 의료정책에 “의료공백 6개월 동안 국민들 초과사망 3,136명”(건강보험공단)
150357589062055|강대국은 강도다.~~~~^^
150357589061703|미국의 자유~~~~^^
150357589060390|중국이 미국을 이기는 이유~~~~^^
150357589059115|명태균 -> 김건희 ->김성훈으로이어지는 경호처에 인사청탁 정황포착하고도 검찰 수사안해
150357589059071|KBS /여인형 방첩사령관 계엄 메모  ,,...은폐 방안 모의 메모 입수보도
150357589059062|(속보)국쩡원장 헌재출석 계엄문건 본적없다거짓말 들통/조규홍복지부장관 국쩡원장한테 문건받어 검찰진술
150357589059026|경호처  尹 지각출근 보도한 유튜버 엮으려다 ,,..,법원 무죄 판정
150357589058951|극우 폭도들 ,,헌재 재판관 집까지 찿아가 ,,만행
150357589058851|(MBN속보)尹중앙지검장시절 조국수사하던 尹심복검사를 국회의원 만들어달라 명태균에게 요구 (녹취록공개)
150357589058573|동네 미장원에서 아지매들의 수다~~~~~~~~~~~~~~~~~~~
150357589058207|35세 교복 착용 인증녀
150357589058189|선입견이 사진에 미치는 영향.
150357589057838|허 허
150357589057419|좌파들의 뇌구조는 정상이 아니더구나,,
150357589056314|[REMINISCENCE] 冥想의 時間을 찾아서...@@
150357589055463|주식시장 법으로 오너들이 횡령하게 만든 국개의원들
150357589055146|대선공약 우선순위~~~~^^
150357589055041|알리익스프레스, 2월 ‘미리 만나는 봄 세일’ 진행… 프로모션 코드 제공
150357589054949|(속보)엉터리 내란수사,,특검으로 재수사해야 (계엄군5분48초간 지하1층 국회 전력차단 영상공개,,)
150357589054698|이재명 포플리즘 위험성~~~~^^
150357589054453|신젠(CYN) 주식 병합 후 주가 상승할까? 최신 미국 주식 시장 반응과 전망
150357589054262|임플란트 재수술 시 골 이식이 필요한 경우
150357589054219|미국 가술탈취 날강도~~~~^^
150357589054188|행복한 사람 특징~~~~^^
150357589054169|국힘배신세력들아 닥치고 최상목한테 마은혁 임명 막아라~ 마은혁만 막으면 윤통은 100% 탄핵기각이다
150357589054086|윤석렬 탄핵 사유~~~~^^
150357589053898|(내란내각속보)내란수사대상자서울청장승진에이어,경무관 인사도내란범 尹심복으로알박기인사(내부반발)
150357589053869|외신 르몽드 /내란범尹.....실패한 쿠데타에 무속인 개입 심층보도
150357589053311|마이너스 인생을 플러스 인생으로 바꾸는 법
150357589052187|설탕 위험성~~~~^^
150357589051297|위험한 정치인~~~~^^
150357589051196|---상한가 직행합니다--빨리,시장가로 풀매수---
150357589051033|국정원장과 김건희 ..계엄전후 직통문자 주고받어 들통 파장 (국정 개입 논란)
150357589051009|4개월전 검찰, CCTV로 '명태균 황금폰' 속 김건희 텔레그램 확보(뉴스타파 속보)
150357589051005|“김영선이 준 돈은 월급”..검찰은 ‘명태균 게이트’를 뭉개려 했다(뉴스타파 속보)
150357589050884|검찰의 윤석열 공소장을 보니, 최상목 너는....
150357589050825|북한 핵무기 포함 화력~~~~^^
150357589050797|KBS속보/ 수방사 경비단장 의원들 끌어내라지시받었다 진술에..尹측 발악하다 재판관에게 지적 넋다운
150357589050787|(헌재 속보)수방사 경비단장 국회의원들 끌어내라 지시받었다(내부하들도 다들었다)증언
150357589050649|(속보)최상목 대행,내란수사대상자 경찰3계급승진관련,용산서검증 했는데 수사대상인줄은  알지못했다
150357589050601|(명신이 속보)건희 국정원장과 계엄전후 문자주고받아 처음드러나(국정및계엄개입 밝혀야 .파장)
150357589049366|사악한 기독교와 극우세력~~~~^^
